src,trg
data/synth2d/train/V_square_source1_seg.png,data/synth2d/train/V_square_target1_seg.png
data/synth2d/train/V_square_source10_seg.png,data/synth2d/train/V_square_target10_seg.png
data/synth2d/train/V_square_source100_seg.png,data/synth2d/train/V_square_target100_seg.png
data/synth2d/train/V_square_source11_seg.png,data/synth2d/train/V_square_target11_seg.png
data/synth2d/train/V_square_source12_seg.png,data/synth2d/train/V_square_target12_seg.png
data/synth2d/train/V_square_source13_seg.png,data/synth2d/train/V_square_target13_seg.png
data/synth2d/train/V_square_source14_seg.png,data/synth2d/train/V_square_target14_seg.png
data/synth2d/train/V_square_source15_seg.png,data/synth2d/train/V_square_target15_seg.png
data/synth2d/train/V_square_source16_seg.png,data/synth2d/train/V_square_target16_seg.png
data/synth2d/train/V_square_source17_seg.png,data/synth2d/train/V_square_target17_seg.png
data/synth2d/train/V_square_source18_seg.png,data/synth2d/train/V_square_target18_seg.png
data/synth2d/train/V_square_source19_seg.png,data/synth2d/train/V_square_target19_seg.png
data/synth2d/train/V_square_source2_seg.png,data/synth2d/train/V_square_target2_seg.png
data/synth2d/train/V_square_source20_seg.png,data/synth2d/train/V_square_target20_seg.png
data/synth2d/train/V_square_source21_seg.png,data/synth2d/train/V_square_target21_seg.png
data/synth2d/train/V_square_source22_seg.png,data/synth2d/train/V_square_target22_seg.png
data/synth2d/train/V_square_source23_seg.png,data/synth2d/train/V_square_target23_seg.png
data/synth2d/train/V_square_source24_seg.png,data/synth2d/train/V_square_target24_seg.png
data/synth2d/train/V_square_source25_seg.png,data/synth2d/train/V_square_target25_seg.png
data/synth2d/train/V_square_source26_seg.png,data/synth2d/train/V_square_target26_seg.png
data/synth2d/train/V_square_source27_seg.png,data/synth2d/train/V_square_target27_seg.png
data/synth2d/train/V_square_source28_seg.png,data/synth2d/train/V_square_target28_seg.png
data/synth2d/train/V_square_source29_seg.png,data/synth2d/train/V_square_target29_seg.png
