src,trg
data/synth3d/train/cube-source1_img.nii.gz,data/synth3d/train/cube-target1_img.nii.gz
data/synth3d/train/cube-source10_img.nii.gz,data/synth3d/train/cube-target10_img.nii.gz
data/synth3d/train/cube-source100_img.nii.gz,data/synth3d/train/cube-target100_img.nii.gz
data/synth3d/train/cube-source11_img.nii.gz,data/synth3d/train/cube-target11_img.nii.gz
data/synth3d/train/cube-source12_img.nii.gz,data/synth3d/train/cube-target12_img.nii.gz
data/synth3d/train/cube-source13_img.nii.gz,data/synth3d/train/cube-target13_img.nii.gz
data/synth3d/train/cube-source14_img.nii.gz,data/synth3d/train/cube-target14_img.nii.gz
data/synth3d/train/cube-source15_img.nii.gz,data/synth3d/train/cube-target15_img.nii.gz
data/synth3d/train/cube-source16_img.nii.gz,data/synth3d/train/cube-target16_img.nii.gz
data/synth3d/train/cube-source17_img.nii.gz,data/synth3d/train/cube-target17_img.nii.gz
data/synth3d/train/cube-source18_img.nii.gz,data/synth3d/train/cube-target18_img.nii.gz
data/synth3d/train/cube-source19_img.nii.gz,data/synth3d/train/cube-target19_img.nii.gz
data/synth3d/train/cube-source2_img.nii.gz,data/synth3d/train/cube-target2_img.nii.gz
data/synth3d/train/cube-source20_img.nii.gz,data/synth3d/train/cube-target20_img.nii.gz
data/synth3d/train/cube-source21_img.nii.gz,data/synth3d/train/cube-target21_img.nii.gz
data/synth3d/train/cube-source22_img.nii.gz,data/synth3d/train/cube-target22_img.nii.gz
data/synth3d/train/cube-source23_img.nii.gz,data/synth3d/train/cube-target23_img.nii.gz
data/synth3d/train/cube-source24_img.nii.gz,data/synth3d/train/cube-target24_img.nii.gz
data/synth3d/train/cube-source25_img.nii.gz,data/synth3d/train/cube-target25_img.nii.gz
data/synth3d/train/cube-source26_img.nii.gz,data/synth3d/train/cube-target26_img.nii.gz
data/synth3d/train/cube-source27_img.nii.gz,data/synth3d/train/cube-target27_img.nii.gz
data/synth3d/train/cube-source28_img.nii.gz,data/synth3d/train/cube-target28_img.nii.gz
data/synth3d/train/cube-source29_img.nii.gz,data/synth3d/train/cube-target29_img.nii.gz
data/synth3d/train/cube-source3_img.nii.gz,data/synth3d/train/cube-target3_img.nii.gz
data/synth3d/train/cube-source30_img.nii.gz,data/synth3d/train/cube-target30_img.nii.gz
data/synth3d/train/cube-source31_img.nii.gz,data/synth3d/train/cube-target31_img.nii.gz
data/synth3d/train/cube-source32_img.nii.gz,data/synth3d/train/cube-target32_img.nii.gz
data/synth3d/train/cube-source33_img.nii.gz,data/synth3d/train/cube-target33_img.nii.gz
data/synth3d/train/cube-source34_img.nii.gz,data/synth3d/train/cube-target34_img.nii.gz
data/synth3d/train/cube-source35_img.nii.gz,data/synth3d/train/cube-target35_img.nii.gz
data/synth3d/train/cube-source36_img.nii.gz,data/synth3d/train/cube-target36_img.nii.gz
data/synth3d/train/cube-source37_img.nii.gz,data/synth3d/train/cube-target37_img.nii.gz
data/synth3d/train/cube-source38_img.nii.gz,data/synth3d/train/cube-target38_img.nii.gz
data/synth3d/train/cube-source39_img.nii.gz,data/synth3d/train/cube-target39_img.nii.gz
data/synth3d/train/cube-source4_img.nii.gz,data/synth3d/train/cube-target4_img.nii.gz
data/synth3d/train/cube-source40_img.nii.gz,data/synth3d/train/cube-target40_img.nii.gz
data/synth3d/train/cube-source41_img.nii.gz,data/synth3d/train/cube-target41_img.nii.gz
data/synth3d/train/cube-source42_img.nii.gz,data/synth3d/train/cube-target42_img.nii.gz
data/synth3d/train/cube-source43_img.nii.gz,data/synth3d/train/cube-target43_img.nii.gz
data/synth3d/train/cube-source44_img.nii.gz,data/synth3d/train/cube-target44_img.nii.gz
data/synth3d/train/cube-source45_img.nii.gz,data/synth3d/train/cube-target45_img.nii.gz
data/synth3d/train/cube-source46_img.nii.gz,data/synth3d/train/cube-target46_img.nii.gz
data/synth3d/train/cube-source47_img.nii.gz,data/synth3d/train/cube-target47_img.nii.gz
data/synth3d/train/cube-source48_img.nii.gz,data/synth3d/train/cube-target48_img.nii.gz
data/synth3d/train/cube-source49_img.nii.gz,data/synth3d/train/cube-target49_img.nii.gz
data/synth3d/train/cube-source5_img.nii.gz,data/synth3d/train/cube-target5_img.nii.gz
data/synth3d/train/cube-source50_img.nii.gz,data/synth3d/train/cube-target50_img.nii.gz
data/synth3d/train/cube-source51_img.nii.gz,data/synth3d/train/cube-target51_img.nii.gz
data/synth3d/train/cube-source52_img.nii.gz,data/synth3d/train/cube-target52_img.nii.gz
data/synth3d/train/cube-source53_img.nii.gz,data/synth3d/train/cube-target53_img.nii.gz
data/synth3d/train/cube-source54_img.nii.gz,data/synth3d/train/cube-target54_img.nii.gz
data/synth3d/train/cube-source55_img.nii.gz,data/synth3d/train/cube-target55_img.nii.gz
data/synth3d/train/cube-source56_img.nii.gz,data/synth3d/train/cube-target56_img.nii.gz
data/synth3d/train/cube-source57_img.nii.gz,data/synth3d/train/cube-target57_img.nii.gz
data/synth3d/train/cube-source58_img.nii.gz,data/synth3d/train/cube-target58_img.nii.gz
data/synth3d/train/cube-source59_img.nii.gz,data/synth3d/train/cube-target59_img.nii.gz
data/synth3d/train/cube-source6_img.nii.gz,data/synth3d/train/cube-target6_img.nii.gz
data/synth3d/train/cube-source60_img.nii.gz,data/synth3d/train/cube-target60_img.nii.gz
data/synth3d/train/cube-source61_img.nii.gz,data/synth3d/train/cube-target61_img.nii.gz
data/synth3d/train/cube-source62_img.nii.gz,data/synth3d/train/cube-target62_img.nii.gz
data/synth3d/train/cube-source63_img.nii.gz,data/synth3d/train/cube-target63_img.nii.gz
data/synth3d/train/cube-source64_img.nii.gz,data/synth3d/train/cube-target64_img.nii.gz
data/synth3d/train/cube-source65_img.nii.gz,data/synth3d/train/cube-target65_img.nii.gz
data/synth3d/train/cube-source66_img.nii.gz,data/synth3d/train/cube-target66_img.nii.gz
data/synth3d/train/cube-source67_img.nii.gz,data/synth3d/train/cube-target67_img.nii.gz
data/synth3d/train/cube-source68_img.nii.gz,data/synth3d/train/cube-target68_img.nii.gz
data/synth3d/train/cube-source69_img.nii.gz,data/synth3d/train/cube-target69_img.nii.gz
data/synth3d/train/cube-source7_img.nii.gz,data/synth3d/train/cube-target7_img.nii.gz
data/synth3d/train/cube-source70_img.nii.gz,data/synth3d/train/cube-target70_img.nii.gz
data/synth3d/train/cube-source71_img.nii.gz,data/synth3d/train/cube-target71_img.nii.gz
data/synth3d/train/cube-source72_img.nii.gz,data/synth3d/train/cube-target72_img.nii.gz
data/synth3d/train/cube-source73_img.nii.gz,data/synth3d/train/cube-target73_img.nii.gz
data/synth3d/train/cube-source74_img.nii.gz,data/synth3d/train/cube-target74_img.nii.gz
data/synth3d/train/cube-source75_img.nii.gz,data/synth3d/train/cube-target75_img.nii.gz
data/synth3d/train/cube-source76_img.nii.gz,data/synth3d/train/cube-target76_img.nii.gz
data/synth3d/train/cube-source77_img.nii.gz,data/synth3d/train/cube-target77_img.nii.gz
data/synth3d/train/cube-source78_img.nii.gz,data/synth3d/train/cube-target78_img.nii.gz
data/synth3d/train/cube-source79_img.nii.gz,data/synth3d/train/cube-target79_img.nii.gz
data/synth3d/train/cube-source8_img.nii.gz,data/synth3d/train/cube-target8_img.nii.gz
data/synth3d/train/cube-source80_img.nii.gz,data/synth3d/train/cube-target80_img.nii.gz
data/synth3d/train/cube-source81_img.nii.gz,data/synth3d/train/cube-target81_img.nii.gz
data/synth3d/train/cube-source82_img.nii.gz,data/synth3d/train/cube-target82_img.nii.gz
data/synth3d/train/cube-source83_img.nii.gz,data/synth3d/train/cube-target83_img.nii.gz
data/synth3d/train/cube-source84_img.nii.gz,data/synth3d/train/cube-target84_img.nii.gz
data/synth3d/train/cube-source85_img.nii.gz,data/synth3d/train/cube-target85_img.nii.gz
data/synth3d/train/cube-source86_img.nii.gz,data/synth3d/train/cube-target86_img.nii.gz
data/synth3d/train/cube-source87_img.nii.gz,data/synth3d/train/cube-target87_img.nii.gz
data/synth3d/train/cube-source88_img.nii.gz,data/synth3d/train/cube-target88_img.nii.gz
data/synth3d/train/cube-source89_img.nii.gz,data/synth3d/train/cube-target89_img.nii.gz
data/synth3d/train/cube-source9_img.nii.gz,data/synth3d/train/cube-target9_img.nii.gz
data/synth3d/train/cube-source90_img.nii.gz,data/synth3d/train/cube-target90_img.nii.gz
data/synth3d/train/cube-source91_img.nii.gz,data/synth3d/train/cube-target91_img.nii.gz
data/synth3d/train/cube-source92_img.nii.gz,data/synth3d/train/cube-target92_img.nii.gz
data/synth3d/train/cube-source93_img.nii.gz,data/synth3d/train/cube-target93_img.nii.gz
data/synth3d/train/cube-source94_img.nii.gz,data/synth3d/train/cube-target94_img.nii.gz
data/synth3d/train/cube-source95_img.nii.gz,data/synth3d/train/cube-target95_img.nii.gz
data/synth3d/train/cube-source96_img.nii.gz,data/synth3d/train/cube-target96_img.nii.gz
data/synth3d/train/cube-source97_img.nii.gz,data/synth3d/train/cube-target97_img.nii.gz
data/synth3d/train/cube-source98_img.nii.gz,data/synth3d/train/cube-target98_img.nii.gz
data/synth3d/train/cube-source99_img.nii.gz,data/synth3d/train/cube-target99_img.nii.gz
